,Date_Time,Site_ID,NOx,NO2,NO,PM10,O3,Temperature,ObjectId,ObjectId2,NVPM10,VPM10,NVPM2_5,PM2_5,VPM2_5,CO,RH,Pressure,SO2
16754,2020-12-17,501,0.0,0.0,0.0,0.0,0.0,0.0,0,16755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16755,2020-12-18,501,108.75,42.75,43.0,6.199999809,0.0,0.0,0,16756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16756,2020-12-18,501,86.25,29.5,37.25,4.324999809,0.0,0.0,0,16757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16757,2020-12-18,501,125.75,43.0,53.75,8.300000191,0.0,0.0,0,16758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16758,2020-12-18,501,80.75,30.75,32.5,8.300000191,0.0,0.0,0,16759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16759,2020-12-19,501,2.0,1.75,0.25,9.5,0.0,0.0,0,16760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16760,2020-12-19,501,7.25,5.0,1.0,12.57499981,0.0,0.0,0,16761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16761,2020-12-19,501,159.75,59.5,65.5,15.52499962,0.0,0.0,0,16762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16762,2020-12-19,501,178.25,54.0,80.75,18.17499924,0.0,0.0,0,16763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16763,2020-12-20,501,327.75,87.5,157.0,14.67500019,0.0,0.0,0,16764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16764,2020-12-20,501,168.0,57.25,72.25,12.57499981,0.0,0.0,0,16765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16765,2020-12-21,501,124.0,53.5,45.5,14.07499981,0.0,0.0,0,16766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16766,2020-12-21,501,302.5,71.25,150.5,9.899999619,0.0,0.0,0,16767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16767,2020-12-21,501,299.75,70.75,149.25,9.925000191,0.0,0.0,0,16768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16768,2020-12-22,501,2.75,1.0,0.75,5.800000191,0.0,0.0,0,16769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16769,2020-12-22,501,28.75,16.75,8.0,8.5,0.0,0.0,0,16770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16770,2020-12-22,501,156.75,48.75,70.25,13.22500038,0.0,0.0,0,16771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16771,2020-12-22,501,173.75,47.0,82.5,17.77499962,0.0,0.0,0,16772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16772,2020-12-23,501,78.75,34.25,29.0,7.675000191,0.0,0.0,0,16773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16773,2020-12-23,501,33.75,17.0,11.0,5.974999905,0.0,0.0,0,16774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
